requested_date_ad,returned_bs_date,parsed_row_count,status
2021-02-01,"माघ १९, २०७७",97.0,saved
2021-02-02,"माघ २०, २०७७",97.0,saved
2021-02-03,"माघ २१, २०७७",86.0,saved
2021-02-04,"माघ २२, २०७७",92.0,saved
2021-02-05,"माघ २३, २०७७",94.0,saved
2021-02-06,"माघ २४, २०७७",97.0,saved
2021-02-07,"माघ २५, २०७७",97.0,saved
2021-02-08,"माघ २६, २०७७",99.0,saved
2021-02-09,"माघ २७, २०७७",98.0,saved
2021-02-10,"माघ २८, २०७७",100.0,saved
2021-02-11,"माघ २९, २०७७",99.0,saved
2021-02-12,"माघ ३०, २०७७",101.0,saved
2021-02-13,"फाल्गुण ०१, २०७७",100.0,saved
2021-02-14,"फाल्गुण ०२, २०७७",100.0,saved
2021-02-15,"फाल्गुण ०३, २०७७",100.0,saved
2021-02-16,"फाल्गुण ०४, २०७७",100.0,saved
2021-02-17,"फाल्गुण ०५, २०७७",102.0,saved
2021-02-18,"फाल्गुण ०६, २०७७",99.0,saved
2021-02-19,"फाल्गुण ०७, २०७७",101.0,saved
2021-02-20,"फाल्गुण ०८, २०७७",99.0,saved
2021-02-21,"फाल्गुण ०९, २०७७",95.0,saved
2021-02-22,"फाल्गुण १०, २०७७",97.0,saved
2021-02-23,"फाल्गुण ११, २०७७",97.0,saved
2021-02-24,"फाल्गुण १२, २०७७",94.0,saved
2021-02-25,"फाल्गुण १३, २०७७",100.0,saved
2021-02-26,"फाल्गुण १४, २०७७",100.0,saved
2021-02-27,"फाल्गुण १५, २०७७",98.0,saved
2021-02-28,"फाल्गुण १६, २०७७",101.0,saved
2021-03-01,"फाल्गुण १७, २०७७",102.0,saved
2021-03-02,"फाल्गुण १८, २०७७",104.0,saved
2021-03-03,"फाल्गुण १९, २०७७",102.0,saved
2021-03-04,"फाल्गुण २०, २०७७",0.0,no_data
2021-03-05,"फाल्गुण २१, २०७७",104.0,saved
2021-03-06,"फाल्गुण २२, २०७७",105.0,saved
2021-03-07,"फाल्गुण २३, २०७७",103.0,saved
2021-03-08,"फाल्गुण २४, २०७७",105.0,saved
2021-03-09,"फाल्गुण २५, २०७७",106.0,saved
2021-03-10,"फाल्गुण २६, २०७७",104.0,saved
2021-03-11,"फाल्गुण २७, २०७७",107.0,saved
2021-03-12,"फाल्गुण २८, २०७७",106.0,saved
2021-03-13,"फाल्गुण २९, २०७७",105.0,saved
2021-03-14,"चैत ०१, २०७७",109.0,saved
2021-03-15,"चैत ०२, २०७७",108.0,saved
2021-03-16,"चैत ०३, २०७७",110.0,saved
2021-03-17,"चैत ०४, २०७७",107.0,saved
2021-03-18,"चैत ०५, २०७७",107.0,saved
2021-03-19,"चैत ०६, २०७७",106.0,saved
2021-03-20,"चैत ०७, २०७७",108.0,saved
2021-03-21,"चैत ०८, २०७७",108.0,saved
2021-03-22,"चैत ०९, २०७७",108.0,saved
2021-03-23,"चैत १०, २०७७",107.0,saved
2021-03-24,"चैत ११, २०७७",105.0,saved
2021-03-25,"चैत १२, २०७७",106.0,saved
2021-03-26,"चैत १३, २०७७",107.0,saved
2021-03-27,"चैत १४, २०७७",105.0,saved
2021-03-28,"चैत १५, २०७७",106.0,saved
2021-03-29,"चैत १६, २०७७",103.0,saved
2021-03-30,"चैत १७, २०७७",105.0,saved
2021-03-31,"चैत १८, २०७७",100.0,saved
2021-04-01,"चैत १९, २०७७",102.0,saved
2021-04-02,"चैत २०, २०७७",99.0,saved
2021-04-03,"चैत २१, २०७७",106.0,saved
2021-04-04,"चैत २२, २०७७",104.0,saved
2021-04-05,"चैत २३, २०७७",104.0,saved
2021-04-06,"चैत २४, २०७७",107.0,saved
2021-04-07,"चैत २५, २०७७",105.0,saved
2021-04-08,"चैत २६, २०७७",102.0,saved
2021-04-09,"चैत २७, २०७७",106.0,saved
2021-04-10,"चैत २८, २०७७",107.0,saved
2021-04-11,"चैत २९, २०७७",107.0,saved
2021-04-12,"चैत ३०, २०७७",107.0,saved
2021-04-13,"चैत ३१, २०७७",106.0,saved
2021-04-14,"बैशाख ०१, २०७८",106.0,saved
2021-04-15,"बैशाख ०२, २०७८",104.0,saved
2021-04-16,"बैशाख ०३, २०७८",104.0,saved
2021-04-17,"बैशाख ०४, २०७८",106.0,saved
2021-04-18,"बैशाख ०५, २०७८",106.0,saved
2021-04-19,"बैशाख ०६, २०७८",109.0,saved
2021-04-20,"बैशाख ०७, २०७८",103.0,saved
2021-04-21,"बैशाख ०८, २०७८",102.0,saved
2021-04-22,"बैशाख ०९, २०७८",94.0,saved
2021-04-23,"बैशाख १०, २०७८",95.0,saved
2021-04-24,"बैशाख ११, २०७८",99.0,saved
2021-04-25,"बैशाख १२, २०७८",102.0,saved
2021-04-26,"बैशाख १३, २०७८",105.0,saved
2021-04-27,"बैशाख १४, २०७८",104.0,saved
2021-04-28,"बैशाख १५, २०७८",97.0,saved
2021-04-29,"बैशाख १६, २०७८",87.0,saved
2021-04-30,"बैशाख १७, २०७८",82.0,saved
2021-05-01,"बैशाख १८, २०७८",77.0,saved
2021-05-02,"बैशाख १९, २०७८",90.0,saved
2021-05-03,"बैशाख २०, २०७८",74.0,saved
2021-05-04,"बैशाख २१, २०७८",82.0,saved
2021-05-05,"बैशाख २२, २०७८",88.0,saved
2021-05-06,"बैशाख २३, २०७८",87.0,saved
2021-05-07,"बैशाख २४, २०७८",78.0,saved
2021-05-08,"बैशाख २५, २०७८",91.0,saved
2021-05-09,"बैशाख २६, २०७८",90.0,saved
2021-05-10,"बैशाख २७, २०७८",91.0,saved
2021-05-11,"बैशाख २८, २०७८",90.0,saved
2021-05-12,"बैशाख २९, २०७८",91.0,saved
2021-05-13,"बैशाख ३०, २०७८",91.0,saved
2021-05-14,"बैशाख ३१, २०७८",91.0,saved
2021-05-15,"जेठ ०१, २०७८",91.0,saved
2021-05-16,"जेठ ०२, २०७८",85.0,saved
2021-05-17,"जेठ ०३, २०७८",85.0,saved
2021-05-18,"जेठ ०४, २०७८",81.0,saved
2021-05-19,"जेठ ०५, २०७८",89.0,saved
2021-05-20,"जेठ ०६, २०७८",89.0,saved
2021-05-21,"जेठ ०७, २०७८",90.0,saved
2021-05-22,"जेठ ०८, २०७८",89.0,saved
2021-05-23,"जेठ ०९, २०७८",92.0,saved
2021-05-24,"जेठ १०, २०७८",92.0,saved
2021-05-25,"जेठ ११, २०७८",86.0,saved
2021-05-26,"जेठ १२, २०७८",87.0,saved
2021-05-27,"जेठ १३, २०७८",85.0,saved
2021-05-28,"जेठ १४, २०७८",86.0,saved
2021-05-29,"जेठ १५, २०७८",86.0,saved
2021-05-30,"जेठ १६, २०७८",84.0,saved
2021-05-31,"जेठ १७, २०७८",90.0,saved
2021-06-01,"जेठ १८, २०७८",91.0,saved
2021-06-02,"जेठ १९, २०७८",86.0,saved
2021-06-03,"जेठ २०, २०७८",89.0,saved
2021-06-04,"जेठ २१, २०७८",89.0,saved
2021-06-05,"जेठ २२, २०७८",91.0,saved
2021-06-06,"जेठ २३, २०७८",84.0,saved
2021-06-07,"जेठ २४, २०७८",88.0,saved
2021-06-08,"जेठ २५, २०७८",83.0,saved
2021-06-09,"जेठ २६, २०७८",86.0,saved
2021-06-10,"जेठ २७, २०७८",88.0,saved
2021-06-11,"जेठ २८, २०७८",89.0,saved
2021-06-12,"जेठ २९, २०७८",89.0,saved
2021-06-13,"जेठ ३०, २०७८",91.0,saved
2021-06-14,"जेठ ३१, २०७८",87.0,saved
2021-06-15,"असार ०१, २०७८",87.0,saved
2021-06-16,"असार ०२, २०७८",88.0,saved
2021-06-17,"असार ०३, २०७८",82.0,saved
2021-06-18,"असार ०४, २०७८",85.0,saved
2021-06-19,"असार ०५, २०७८",84.0,saved
2021-06-20,"असार ०६, २०७८",83.0,saved
2021-06-21,"असार ०७, २०७८",85.0,saved
2021-06-22,"असार ०८, २०७८",86.0,saved
2021-06-23,"असार ०९, २०७८",83.0,saved
2021-06-24,"असार १०, २०७८",80.0,saved
2021-06-25,"असार ११, २०७८",86.0,saved
2021-06-26,"असार १२, २०७८",86.0,saved
2021-06-27,"असार १३, २०७८",91.0,saved
2021-06-28,"असार १४, २०७८",89.0,saved
2021-06-29,"असार १५, २०७८",88.0,saved
2021-06-30,"असार १६, २०७८",89.0,saved
2021-07-01,"असार १७, २०७८",88.0,saved
2021-07-02,"असार १८, २०७८",90.0,saved
2021-07-03,"असार १९, २०७८",91.0,saved
2021-07-04,"असार २०, २०७८",91.0,saved
2021-07-05,"असार २१, २०७८",90.0,saved
2021-07-06,"असार २२, २०७८",90.0,saved
2021-07-07,"असार २३, २०७८",90.0,saved
2021-07-08,"असार २४, २०७८",91.0,saved
2021-07-09,"असार २५, २०७८",88.0,saved
2021-07-10,"असार २६, २०७८",83.0,saved
2021-07-11,"असार २७, २०७८",82.0,saved
2021-07-12,"असार २८, २०७८",85.0,saved
2021-07-13,"असार २९, २०७८",84.0,saved
2021-07-14,"असार ३०, २०७८",84.0,saved
2021-07-15,"असार ३१, २०७८",81.0,saved
2021-07-16,"साउन ०१, २०७८",83.0,saved
2021-07-17,"साउन ०२, २०७८",83.0,saved
2021-07-18,"साउन ०३, २०७८",84.0,saved
2021-07-19,"साउन ०४, २०७८",86.0,saved
2021-07-20,"साउन ०५, २०७८",87.0,saved
2021-07-21,"साउन ०६, २०७८",86.0,saved
2021-07-22,"साउन ०७, २०७८",86.0,saved
2021-07-23,"साउन ०८, २०७८",83.0,saved
2021-07-24,"साउन ०९, २०७८",85.0,saved
2021-07-25,"साउन १०, २०७८",86.0,saved
2021-07-26,"साउन ११, २०७८",85.0,saved
2021-07-27,"साउन १२, २०७८",85.0,saved
2021-07-28,"साउन १३, २०७८",84.0,saved
2021-07-29,"साउन १४, २०७८",88.0,saved
2021-07-30,"साउन १५, २०७८",89.0,saved
2021-07-31,"साउन १६, २०७८",87.0,saved
2021-08-01,"साउन १७, २०७८",87.0,saved
2021-08-02,"साउन १८, २०७८",88.0,saved
2021-08-03,"साउन १९, २०७८",86.0,saved
2021-08-04,"साउन २०, २०७८",87.0,saved
2021-08-05,"साउन २१, २०७८",88.0,saved
2021-08-06,"साउन २२, २०७८",89.0,saved
2021-08-07,"साउन २३, २०७८",88.0,saved
2021-08-08,"साउन २४, २०७८",90.0,saved
2021-08-09,"साउन २५, २०७८",88.0,saved
2021-08-10,"साउन २६, २०७८",86.0,saved
2021-08-11,"साउन २७, २०७८",85.0,saved
2021-08-12,"साउन २८, २०७८",86.0,saved
2021-08-13,"साउन २९, २०७८",86.0,saved
2021-08-14,"साउन ३०, २०७८",85.0,saved
2021-08-15,"साउन ३१, २०७८",86.0,saved
2021-08-16,"साउन ३२, २०७८",80.0,saved
2021-08-17,"भदौ ०१, २०७८",83.0,saved
2021-08-18,"भदौ ०२, २०७८",87.0,saved
2021-08-19,"भदौ ०३, २०७८",87.0,saved
2021-08-20,"भदौ ०४, २०७८",88.0,saved
2021-08-21,"भदौ ०५, २०७८",88.0,saved
2021-08-22,"भदौ ०६, २०७८",85.0,saved
2021-08-23,"भदौ ०७, २०७८",88.0,saved
2021-08-24,"भदौ ०८, २०७८",88.0,saved
2021-08-25,"भदौ ०९, २०७८",87.0,saved
2021-08-26,"भदौ १०, २०७८",88.0,saved
2021-08-27,"भदौ ११, २०७८",87.0,saved
2021-08-28,"भदौ १२, २०७८",84.0,saved
2021-08-29,"भदौ १३, २०७८",87.0,saved
2021-08-30,"भदौ १४, २०७८",83.0,saved
2021-08-31,"भदौ १५, २०७८",84.0,saved
2021-09-01,"भदौ १६, २०७८",88.0,saved
2021-09-02,"भदौ १७, २०७८",85.0,saved
2021-09-03,"भदौ १८, २०७८",84.0,saved
2021-09-04,"भदौ १९, २०७८",87.0,saved
2021-09-05,"भदौ २०, २०७८",88.0,saved
2021-09-06,"भदौ २१, २०७८",88.0,saved
2021-09-07,"भदौ २२, २०७८",84.0,saved
2021-09-08,"भदौ २३, २०७८",86.0,saved
2021-09-09,"भदौ २४, २०७८",89.0,saved
2021-09-10,"भदौ २५, २०७८",88.0,saved
2021-09-11,"भदौ २६, २०७८",88.0,saved
2021-09-12,"भदौ २७, २०७८",89.0,saved
2021-09-13,"भदौ २८, २०७८",89.0,saved
2021-09-14,"भदौ २९, २०७८",89.0,saved
2021-09-15,"भदौ ३०, २०७८",89.0,saved
2021-09-16,"भदौ ३१, २०७८",87.0,saved
2021-09-17,"असोज ०१, २०७८",85.0,saved
2021-09-18,"असोज ०२, २०७८",91.0,saved
2021-09-19,"असोज ०३, २०७८",90.0,saved
2021-09-20,"असोज ०४, २०७८",86.0,saved
2021-09-21,"असोज ०५, २०७८",92.0,saved
2021-09-22,"असोज ०६, २०७८",92.0,saved
2021-09-23,"असोज ०७, २०७८",89.0,saved
2021-09-24,"असोज ०८, २०७८",95.0,saved
2021-09-25,"असोज ०९, २०७८",94.0,saved
2021-09-26,"असोज १०, २०७८",95.0,saved
2021-09-27,"असोज ११, २०७८",94.0,saved
2021-09-28,"असोज १२, २०७८",93.0,saved
2021-09-29,"असोज १३, २०७८",94.0,saved
2021-09-30,"असोज १४, २०७८",94.0,saved
2021-10-01,"असोज १५, २०७८",94.0,saved
2021-10-02,"असोज १६, २०७८",98.0,saved
2021-10-03,"असोज १७, २०७८",98.0,saved
2021-10-04,"असोज १८, २०७८",97.0,saved
2021-10-05,"असोज १९, २०७८",99.0,saved
2021-10-06,"असोज २०, २०७८",100.0,saved
2021-10-07,"असोज २१, २०७८",98.0,saved
2021-10-08,"असोज २२, २०७८",100.0,saved
2021-10-09,"असोज २३, २०७८",100.0,saved
2021-10-10,"असोज २४, २०७८",100.0,saved
2021-10-11,"असोज २५, २०७८",101.0,saved
2021-10-12,"असोज २६, २०७८",100.0,saved
2021-10-13,"असोज २७, २०७८",100.0,saved
2021-10-14,"असोज २८, २०७८",57.0,saved
2021-10-15,"असोज २९, २०७८",78.0,saved
2021-10-16,"असोज ३०, २०७८",85.0,saved
2021-10-17,"असोज ३१, २०७८",90.0,saved
2021-10-18,"कार्तिक ०१, २०७८",96.0,saved
2021-10-19,"कार्तिक ०२, २०७८",98.0,saved
2021-10-20,"कार्तिक ०३, २०७८",95.0,saved
2021-10-21,"कार्तिक ०४, २०७८",95.0,saved
2021-10-22,"कार्तिक ०५, २०७८",95.0,saved
2021-10-23,"कार्तिक ०६, २०७८",96.0,saved
2021-10-24,"कार्तिक ०७, २०७८",97.0,saved
2021-10-25,"कार्तिक ०८, २०७८",97.0,saved
2021-10-26,"कार्तिक ०९, २०७८",95.0,saved
2021-10-27,"कार्तिक १०, २०७८",96.0,saved
2021-10-28,"कार्तिक ११, २०७८",96.0,saved
2021-10-29,"कार्तिक १२, २०७८",99.0,saved
2021-10-30,"कार्तिक १३, २०७८",103.0,saved
2021-10-31,"कार्तिक १४, २०७८",103.0,saved
2021-11-01,"कार्तिक १५, २०७८",102.0,saved
2021-11-02,"कार्तिक १६, २०७८",101.0,saved
2021-11-03,"कार्तिक १७, २०७८",103.0,saved
2021-11-04,"कार्तिक १८, २०७८",106.0,saved
2021-11-05,"कार्तिक १९, २०७८",106.0,saved
2021-11-06,"कार्तिक २०, २०७८",83.0,saved
2021-11-07,"कार्तिक २१, २०७८",86.0,saved
2021-11-08,"कार्तिक २२, २०७८",82.0,saved
2021-11-09,"कार्तिक २३, २०७८",102.0,saved
2021-11-10,"कार्तिक २४, २०७८",102.0,saved
2021-11-11,"कार्तिक २५, २०७८",99.0,saved
2021-11-12,"कार्तिक २६, २०७८",101.0,saved
2021-11-13,"कार्तिक २७, २०७८",105.0,saved
2021-11-14,"कार्तिक २८, २०७८",105.0,saved
2021-11-15,"कार्तिक २९, २०७८",103.0,saved
2021-11-16,"कार्तिक ३०, २०७८",104.0,saved
2021-11-17,"मङ्सिर ०१, २०७८",106.0,saved
2021-11-18,"मङ्सिर ०२, २०७८",104.0,saved
2021-11-19,"मङ्सिर ०३, २०७८",106.0,saved
2021-11-20,"मङ्सिर ०४, २०७८",107.0,saved
2021-11-21,"मङ्सिर ०५, २०७८",107.0,saved
2021-11-22,"मङ्सिर ०६, २०७८",105.0,saved
2021-11-23,"मङ्सिर ०७, २०७८",106.0,saved
2021-11-24,"मङ्सिर ०८, २०७८",108.0,saved
2021-11-25,"मङ्सिर ०९, २०७८",108.0,saved
2021-11-26,"मङ्सिर १०, २०७८",107.0,saved
2021-11-27,"मङ्सिर ११, २०७८",109.0,saved
2021-11-28,"मङ्सिर १२, २०७८",108.0,saved
2021-11-29,"मङ्सिर १३, २०७८",109.0,saved
2021-11-30,"मङ्सिर १४, २०७८",107.0,saved
2021-12-01,"मङ्सिर १५, २०७८",107.0,saved
2021-12-02,"मङ्सिर १६, २०७८",104.0,saved
2021-12-03,"मङ्सिर १७, २०७८",106.0,saved
2021-12-04,"मङ्सिर १८, २०७८",108.0,saved
2021-12-05,"मङ्सिर १९, २०७८",107.0,saved
2021-12-06,"मङ्सिर २०, २०७८",108.0,saved
2021-12-07,"मङ्सिर २१, २०७८",106.0,saved
2021-12-08,"मङ्सिर २२, २०७८",105.0,saved
2021-12-09,"मङ्सिर २३, २०७८",108.0,saved
2021-12-10,"मङ्सिर २४, २०७८",109.0,saved
2021-12-11,"मङ्सिर २५, २०७८",108.0,saved
2021-12-12,"मङ्सिर २६, २०७८",108.0,saved
2021-12-13,"मङ्सिर २७, २०७८",107.0,saved
2021-12-14,"मङ्सिर २८, २०७८",108.0,saved
2021-12-15,"मङ्सिर २९, २०७८",102.0,saved
2021-12-16,"पुस ०१, २०७८",109.0,saved
2021-12-17,"पुस ०२, २०७८",86.0,saved
2021-12-18,"पुस ०३, २०७८",112.0,saved
2021-12-19,"पुस ०४, २०७८",111.0,saved
2021-12-20,"पुस ०५, २०७८",110.0,saved
2021-12-21,"पुस ०६, २०७८",112.0,saved
2021-12-22,"पुस ०७, २०७८",108.0,saved
2021-12-23,"पुस ०८, २०७८",111.0,saved
2021-12-24,"पुस ०९, २०७८",109.0,saved
2021-12-25,"पुस १०, २०७८",110.0,saved
2021-12-26,"पुस ११, २०७८",111.0,saved
2021-12-27,"पुस १२, २०७८",111.0,saved
2021-12-28,"पुस १३, २०७८",109.0,saved
2021-12-29,"पुस १४, २०७८",110.0,saved
2021-12-30,"पुस १५, २०७८",97.0,saved
2021-12-31,"पुस १६, २०७८",108.0,saved
2022-01-01,"पुस १७, २०७८",109.0,saved
2022-01-02,"पुस १८, २०७८",107.0,saved
2022-01-03,"पुस १९, २०७८",107.0,saved
2022-01-04,"पुस २०, २०७८",107.0,saved
2022-01-05,"पुस २१, २०७८",107.0,saved
2022-01-06,"पुस २२, २०७८",106.0,saved
2022-01-07,"पुस २३, २०७८",108.0,saved
2022-01-08,"पुस २४, २०७८",108.0,saved
2022-01-09,"पुस २५, २०७८",109.0,saved
2022-01-10,"पुस २६, २०७८",105.0,saved
2022-01-11,"पुस २७, २०७८",104.0,saved
2022-01-12,"पुस २८, २०७८",103.0,saved
2022-01-13,"पुस २९, २०७८",102.0,saved
2022-01-14,"पुस ३०, २०७८",101.0,saved
2022-01-15,"माघ ०१, २०७८",101.0,saved
2022-01-16,"माघ ०२, २०७८",86.0,saved
2022-01-17,"माघ ०३, २०७८",101.0,saved
2022-01-18,"माघ ०४, २०७८",106.0,saved
2022-01-19,"माघ ०५, २०७८",102.0,saved
2022-01-20,"माघ ०६, २०७८",105.0,saved
2022-01-21,"माघ ०७, २०७८",105.0,saved
2022-01-22,"माघ ०८, २०७८",100.0,saved
2022-01-23,"माघ ०९, २०७८",107.0,saved
2022-01-24,"माघ १०, २०७८",105.0,saved
2022-01-25,"माघ ११, २०७८",104.0,saved
2022-01-26,"माघ १२, २०७८",102.0,saved
2022-01-27,"माघ १३, २०७८",102.0,saved
2022-01-28,"माघ १४, २०७८",104.0,saved
2022-01-29,"माघ १५, २०७८",104.0,saved
2022-01-30,"माघ १६, २०७८",105.0,saved
2022-01-31,"माघ १७, २०७८",104.0,saved
2022-02-01,"माघ १८, २०७८",104.0,saved
2022-02-02,"माघ १९, २०७८",102.0,saved
2022-02-03,"माघ २०, २०७८",104.0,saved
2022-02-04,"माघ २१, २०७८",104.0,saved
2022-02-05,"माघ २२, २०७८",98.0,saved
2022-02-06,"माघ २३, २०७८",99.0,saved
2022-02-07,"माघ २४, २०७८",99.0,saved
2022-02-08,"माघ २५, २०७८",106.0,saved
2022-02-09,"माघ २६, २०७८",105.0,saved
2022-02-10,"माघ २७, २०७८",107.0,saved
2022-02-11,"माघ २८, २०७८",108.0,saved
2022-02-12,"माघ २९, २०७८",107.0,saved
2022-02-13,"फाल्गुण ०१, २०७८",109.0,saved
2022-02-14,"फाल्गुण ०२, २०७८",109.0,saved
2022-02-15,"फाल्गुण ०३, २०७८",109.0,saved
2022-02-16,"फाल्गुण ०४, २०७८",109.0,saved
2022-02-17,"फाल्गुण ०५, २०७८",108.0,saved
2022-02-18,"फाल्गुण ०६, २०७८",108.0,saved
2022-02-19,"फाल्गुण ०७, २०७८",107.0,saved
2022-02-20,"फाल्गुण ०८, २०७८",107.0,saved
2022-02-21,"फाल्गुण ०९, २०७८",108.0,saved
2022-02-22,"फाल्गुण १०, २०७८",105.0,saved
2022-02-23,"फाल्गुण ११, २०७८",105.0,saved
2022-02-24,"फाल्गुण १२, २०७८",103.0,saved
2022-02-25,"फाल्गुण १३, २०७८",103.0,saved
2022-02-26,"फाल्गुण १४, २०७८",0.0,no_data
2022-02-27,"फाल्गुण १५, २०७८",103.0,saved
2022-02-28,"फाल्गुण १६, २०७८",102.0,saved
2022-03-01,"फाल्गुण १७, २०७८",108.0,saved
2022-03-02,"फाल्गुण १८, २०७८",109.0,saved
2022-03-03,"फाल्गुण १९, २०७८",108.0,saved
2022-03-04,"फाल्गुण २०, २०७८",0.0,no_data
2022-03-05,"फाल्गुण २१, २०७८",104.0,saved
2022-03-06,"फाल्गुण २२, २०७८",104.0,saved
2022-03-07,"फाल्गुण २३, २०७८",103.0,saved
2022-03-08,"फाल्गुण २४, २०७८",109.0,saved
2022-03-09,"फाल्गुण २५, २०७८",109.0,saved
2022-03-10,"फाल्गुण २६, २०७८",106.0,saved
2022-03-11,"फाल्गुण २७, २०७८",107.0,saved
2022-03-12,"फाल्गुण २८, २०७८",109.0,saved
2022-03-13,"फाल्गुण २९, २०७८",109.0,saved
2022-03-14,"फाल्गुण ३०, २०७८",108.0,saved
2022-03-15,"चैत ०१, २०७८",110.0,saved
2022-03-16,"चैत ०२, २०७८",110.0,saved
2022-03-17,"चैत ०३, २०७८",110.0,saved
2022-03-18,"चैत ०४, २०७८",110.0,saved
2022-03-19,"चैत ०५, २०७८",112.0,saved
2022-03-20,"चैत ०६, २०७८",112.0,saved
2022-03-21,"चैत ०७, २०७८",111.0,saved
2022-03-22,"चैत ०८, २०७८",113.0,saved
2022-03-23,"चैत ०९, २०७८",113.0,saved
2022-03-24,"चैत १०, २०७८",110.0,saved
2022-03-25,"चैत ११, २०७८",97.0,saved
2022-03-26,"चैत १२, २०७८",98.0,saved
2022-03-27,"चैत १३, २०७८",101.0,saved
2022-03-28,"चैत १४, २०७८",101.0,saved
2022-03-29,"चैत १५, २०७८",102.0,saved
2022-03-30,"चैत १६, २०७८",98.0,saved
2022-03-31,"चैत १७, २०७८",100.0,saved
2022-04-01,"चैत १८, २०७८",97.0,saved
2022-04-02,"चैत १९, २०७८",93.0,saved
2022-04-03,"चैत २०, २०७८",98.0,saved
2022-04-04,"चैत २१, २०७८",98.0,saved
2022-04-05,"चैत २२, २०७८",96.0,saved
2022-04-06,"चैत २३, २०७८",96.0,saved
2022-04-07,"चैत २४, २०७८",99.0,saved
2022-04-08,"चैत २५, २०७८",101.0,saved
2022-04-09,"चैत २६, २०७८",101.0,saved
2022-04-10,"चैत २७, २०७८",101.0,saved
2022-04-11,"चैत २८, २०७८",102.0,saved
2022-04-12,"चैत २९, २०७८",101.0,saved
2022-04-13,"चैत ३०, २०७८",93.0,saved
2022-04-14,"बैशाख ०१, २०७९",97.0,saved
2022-04-15,"बैशाख ०२, २०७९",98.0,saved
2022-04-16,"बैशाख ०३, २०७९",102.0,saved
2022-04-17,"बैशाख ०४, २०७९",102.0,saved
2022-04-18,"बैशाख ०५, २०७९",97.0,saved
2022-04-19,"बैशाख ०६, २०७९",99.0,saved
2022-04-20,"बैशाख ०७, २०७९",102.0,saved
2022-04-21,"बैशाख ०८, २०७९",102.0,saved
2022-04-22,"बैशाख ०९, २०७९",101.0,saved
2022-04-23,"बैशाख १०, २०७९",103.0,saved
2022-04-24,"बैशाख ११, २०७९",104.0,saved
2022-04-25,"बैशाख १२, २०७९",101.0,saved
2022-04-26,"बैशाख १३, २०७९",100.0,saved
2022-04-27,"बैशाख १४, २०७९",97.0,saved
2022-04-28,"बैशाख १५, २०७९",97.0,saved
2022-04-29,"बैशाख १६, २०७९",98.0,saved
2022-04-30,"बैशाख १७, २०७९",100.0,saved
2022-05-01,"बैशाख १८, २०७९",97.0,saved
